goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
0,0,0,24,41.38,13,65.0,13,52.0,5,2,83.06,37,47.44,512,7,9,4,8,0,0,0,4,0,0,0,0,0,61,2,152,6,6,37.5,1,16.67,2,6,10,0,16,1,7,0.0,0,0,0.69,0,0,0,Loide Augusto,Çaykur Rizespor,1110708,3064
0,4,0,56,59.57,8,44.44,15,60.0,22,0,83.52,64,57.14,1273,20,11,7,16,0,0,0,19,3,0,0,0,0,140,2,522,19,12,16.0,20,41.67,12,40,10,1,4,1,0,0.0,2,0,0.36,0,1,0,Taha Şahin,Çaykur Rizespor,1394729,3064
0,5,0,45,56.25,6,46.15,14,58.33,4,3,80.85,51,54.84,770,27,11,10,11,0,0,0,18,0,0,0,0,0,67,2,228,17,10,20.83,25,65.79,0,9,4,0,7,2,2,0.0,1,2,0.23,0,0,0,Ramzi Safuri,Antalyaspor,186949,3056
0,2,0,41,53.25,3,50.0,9,69.23,19,1,84.65,44,53.01,518,13,15,10,11,0,0,0,5,0,0,0,0,0,43,2,204,11,3,33.33,9,42.86,8,9,7,0,6,0,4,0.0,0,0,0.11,0,0,0,Celil Yüksel,Samsunspor,806972,3053
0,0,0,8,27.59,3,50.0,0,0.0,8,0,85.27,11,31.43,409,0,10,3,12,0,0,0,2,0,0,0,0,0,53,3,220,6,5,35.71,28,70.0,9,6,4,0,4,0,2,0.0,0,0,0.16,0,0,0,Nicolas Janvier,Alanyaspor,802150,6362
1,1,0,40,55.56,7,31.82,16,53.33,10,0,78.24,47,50.0,696,14,12,8,14,0,0,0,3,2,0,0,0,0,73,1,169,7,8,22.86,13,72.22,9,0,1,5,33,12,8,3.03,0,1,3.39,0,0,0,Junior Olaitan,Göztepe,1124357,3054
5,2,0,64,46.72,20,42.55,15,55.56,21,0,79.81,84,45.65,1276,28,16,33,15,0,0,0,11,2,0,0,0,0,112,0,332,16,3,25.0,10,35.71,14,16,15,5,28,14,5,17.86,0,14,3.25,0,0,0,Tayfur Bingöl,Kocaelispor,255957,3065
0,3,0,34,50.75,36,69.23,1,100.0,24,0,89.02,70,58.82,1530,9,14,4,17,0,0,0,22,2,0,0,0,0,55,0,624,3,0,0.0,44,53.66,10,128,15,2,4,1,0,0.0,0,0,0.38,0,0,0,Nicholas Opoku,Kasımpaşa,885683,6063
3,1,0,10,30.3,1,10.0,3,42.86,1,0,64.62,11,25.58,301,6,11,6,11,0,0,0,2,0,0,0,0,0,20,0,42,2,1,16.67,3,50.0,3,1,2,0,9,4,0,33.33,0,1,1.14,0,0,0,Güven Yalçın,Alanyaspor,826162,6362
1,3,0,60,55.05,24,68.57,7,50.0,39,0,84.76,84,58.33,1400,14,23,2,17,0,0,0,17,3,0,0,0,0,89,0,484,9,0,0.0,25,51.02,20,55,18,1,20,2,6,5.0,1,0,2.25,1,1,0,Giannis Papanikolaou,Çaykur Rizespor,856988,3064
0,0,0,76,56.3,6,54.55,17,58.62,35,1,85.12,82,56.16,1318,25,18,7,17,0,0,0,23,5,0,0,0,0,110,1,452,16,5,35.71,30,50.0,9,14,23,0,18,3,7,0.0,1,1,0.66,0,2,0,Melih İbrahimoğlu,Konyaspor,998462,3085
0,2,0,17,45.95,5,55.56,2,40.0,9,1,82.13,22,47.83,471,6,7,2,12,0,0,0,5,0,0,0,0,0,46,1,170,5,8,20.51,12,54.55,4,6,8,0,7,2,2,0.0,1,1,0.29,0,0,0,Deniz Türüç,Başakşehir FK,252207,3086
0,0,0,5,41.67,4,50.0,0,0.0,1,0,91.53,9,45.0,102,4,2,1,2,0,0,0,0,0,0,0,0,0,12,0,54,2,0,0.0,4,80.0,2,3,1,0,0,0,0,0.0,0,0,,0,0,0,Sofyan Amrabat,Fenerbahçe,359272,3052
0,0,0,0,0.0,0,0.0,0,0.0,0,0,62.5,0,0.0,11,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,1,50.0,0,0.0,1,1,0,0,0,0,0,0.0,0,0,,0,0,0,Ogün Bayrak,Göztepe,903999,3054
0,6,0,30,66.67,18,51.43,2,100.0,21,0,86.89,48,60.0,914,8,11,1,12,0,0,0,12,4,0,0,0,0,56,0,477,3,1,50.0,41,59.42,14,48,4,0,7,2,0,0.0,0,0,0.31,0,2,0,Uğurcan Yazğılı,Konyaspor,904303,3085
0,0,0,23,71.88,3,75.0,7,87.5,13,0,81.37,26,72.22,637,3,1,3,10,0,0,0,9,1,0,0,0,0,47,4,214,8,8,21.05,7,25.93,6,14,4,1,1,0,0,0.0,0,4,0.2,0,1,0,David Jurásek,Beşiktaş JK,1030711,3050
0,1,0,9,56.25,0,0.0,0,0.0,5,0,80.49,9,52.94,132,4,2,1,5,0,0,0,3,0,0,0,0,0,10,0,33,2,0,0.0,2,50.0,0,1,2,0,2,1,0,0.0,0,0,0.04,0,0,0,Enver Kulašin,Gaziantep FK,1124590,5138
0,0,0,5,62.5,8,61.54,0,0.0,5,0,86.09,13,61.9,194,0,2,0,3,0,0,0,3,0,0,0,0,0,8,0,99,0,0,0.0,4,57.14,1,10,1,0,1,0,0,0.0,0,0,0.03,0,1,0,Bruno Viana,Alanyaspor,804703,6362
2,2,0,30,56.6,6,42.86,5,55.56,11,0,83.15,36,53.73,467,14,9,6,13,0,0,0,7,1,0,0,0,0,55,2,148,13,5,35.71,8,57.14,2,4,5,2,14,5,3,14.29,0,3,1.46,0,0,0,Emre Akbaba,Eyüpspor,343527,7040
0,3,0,34,40.96,11,61.11,1,20.0,20,2,83.33,45,44.55,899,14,29,11,13,0,0,0,6,1,0,0,0,0,102,3,300,18,10,23.81,15,71.43,14,7,5,4,15,9,1,0.0,0,0,1.23,1,1,0,Karol Linetty,Kocaelispor,189135,3065
1,1,0,53,49.07,26,65.0,6,66.67,38,0,83.96,79,53.38,1196,9,25,9,14,0,0,0,16,2,0,0,0,0,82,0,539,7,0,0.0,21,40.38,20,45,18,1,16,4,5,6.25,0,0,1.3,1,0,0,Wilfred Ndidi,Beşiktaş JK,787885,3050
0,0,0,19,59.38,1,12.5,4,66.67,10,1,87.06,20,50.0,481,5,4,5,14,0,0,0,3,1,0,0,0,0,89,3,175,16,7,22.58,4,50.0,1,6,3,0,9,4,3,0.0,0,2,0.53,0,0,0,Oğuz Aydın,Fenerbahçe,999396,3052
2,3,0,12,57.14,13,52.0,1,100.0,5,0,86.05,25,54.35,982,6,5,1,12,0,0,0,17,3,0,0,0,0,35,0,407,0,0,0.0,36,43.9,5,54,3,0,5,3,1,40.0,0,0,0.19,0,0,0,Georgiy Dzhikiya,Antalyaspor,295495,3056
0,0,0,11,57.89,12,66.67,2,50.0,7,1,84.43,23,62.16,313,2,7,1,7,0,0,0,4,0,0,0,0,0,23,1,141,1,0,0.0,5,27.78,6,16,0,1,3,0,0,0.0,0,0,0.25,0,0,0,Wilfried Singo,Galatasaray,978285,3061
1,4,0,17,41.46,20,58.82,0,0.0,12,0,92.07,37,49.33,850,6,17,1,11,0,0,0,10,2,0,0,0,0,20,1,418,2,0,0.0,6,24.0,11,55,5,1,5,1,0,20.0,1,0,0.77,0,0,0,Tiago Djaló,Beşiktaş JK,892735,3050
0,1,0,18,51.43,7,63.64,3,42.86,11,3,85.61,25,54.35,586,4,8,3,10,0,0,0,6,2,0,0,0,0,72,1,244,10,3,20.0,17,51.52,13,13,3,0,4,1,3,0.0,1,1,0.15,0,0,0,Levent Mercan,Fenerbahçe,1085938,3052
0,1,0,20,58.82,9,90.0,0,0.0,13,0,82.5,29,65.91,353,8,11,0,5,0,0,0,5,0,0,0,0,0,34,0,132,1,2,50.0,5,55.56,9,9,3,0,1,0,0,0.0,0,0,0.06,0,0,0,Jonas Svensson,Beşiktaş JK,98199,3050
0,0,0,22,66.67,13,72.22,5,55.56,13,0,82.03,35,68.63,551,4,6,1,13,0,0,0,4,0,0,0,0,0,60,0,251,6,7,25.93,10,33.33,6,30,0,0,3,0,1,0.0,0,0,0.11,0,0,0,Ismail Jakobs,Galatasaray,897291,3061
0,4,0,26,41.27,18,66.67,0,0.0,22,1,77.32,44,48.89,898,5,27,5,16,0,0,0,5,1,0,0,0,0,75,1,225,3,3,60.0,24,52.17,20,30,9,0,9,2,4,0.0,0,0,0.64,0,0,0,Novatus Miroshi,Göztepe,1103597,3054
0,3,0,7,29.17,4,50.0,0,0.0,6,0,85.25,11,34.38,585,1,9,3,9,0,0,0,10,1,0,0,0,0,22,1,208,2,1,33.33,22,48.89,2,29,5,0,3,0,0,0.0,0,0,0.06,0,0,0,Youssef Aït Bennasser,Kayserispor,802850,3072
0,0,0,9,56.25,10,47.62,1,100.0,5,0,84.66,19,51.35,385,4,4,0,8,0,0,0,7,0,0,0,0,0,12,0,160,0,0,0.0,17,58.62,9,37,3,0,1,0,0,0.0,0,0,0.06,0,0,0,Hüseyin Türkmen,Antalyaspor,913994,3056
3,3,0,38,47.5,29,52.73,6,42.86,20,1,69.63,67,49.63,1222,14,20,6,15,0,0,0,18,2,0,0,0,0,102,1,243,10,6,15.0,23,37.7,10,38,9,2,18,7,7,16.67,0,3,1.87,0,1,0,Cláudio Winck,Kasımpaşa,155998,6063
2,1,0,32,45.07,29,53.7,1,50.0,24,0,84.06,61,48.8,1327,7,15,3,17,0,0,0,22,2,0,0,0,0,37,1,485,6,0,0.0,45,51.72,21,68,20,1,13,5,4,15.38,0,0,0.9,0,3,0,Žan Žužek,Gençlerbirliği,355582,7802
0,3,0,2,66.67,4,100.0,0,0.0,0,0,63.48,6,85.71,1530,3,0,0,17,31,15,15,15,2,14,6,9,6,20,0,325,0,0,0.0,128,40.76,0,21,1,0,0,0,0,0.0,0,0,,1,1,0,Aleksandar Jovanović,Kocaelispor,800971,3065
2,1,0,30,43.48,1,20.0,10,45.45,13,1,74.06,31,41.89,991,7,12,9,13,0,0,0,16,0,0,0,0,0,45,1,157,6,6,20.69,13,56.52,6,3,9,1,20,10,1,10.0,1,0,1.14,0,0,0,Nikola Storm,Antalyaspor,149796,3056
3,2,1,45,43.69,6,50.0,13,46.43,15,0,84.63,51,44.35,1235,17,16,16,16,0,0,0,21,5,0,0,0,0,155,1,402,30,16,26.67,27,67.5,8,6,11,3,31,11,7,9.68,1,1,3.02,0,2,0,Enis Bardhi,Konyaspor,355024,3085
2,4,0,31,47.69,14,56.0,4,50.0,18,0,83.19,45,50.0,858,10,12,4,12,0,0,0,14,2,0,0,0,0,36,1,287,2,0,0.0,26,56.52,11,29,14,0,7,3,2,28.57,0,1,1.02,0,0,0,Soner Dikmen,Antalyaspor,847782,3056
0,3,0,14,56.0,5,71.43,3,60.0,6,1,64.44,19,59.38,167,5,7,1,6,0,0,0,4,0,0,0,0,0,6,0,29,3,3,37.5,1,50.0,5,4,1,0,0,0,0,0.0,0,0,,0,0,0,Atakan Mujde,Kasımpaşa,1134704,6063
0,0,0,4,100.0,0,0.0,0,0.0,2,0,85.71,4,57.14,111,2,0,0,3,0,0,0,1,0,0,0,0,0,2,0,54,0,0,0.0,4,36.36,3,2,0,0,0,0,0,0.0,0,0,,0,0,0,Hamza Güreler,Başakşehir FK,1562294,3086
0,3,0,14,50.0,20,64.52,2,66.67,8,0,92.88,34,57.63,474,5,9,1,6,0,0,0,7,0,0,0,0,0,33,1,287,3,0,0.0,6,37.5,10,32,3,1,2,2,0,0.0,0,0,0.12,0,0,0,Felix Uduokhai,Beşiktaş JK,792142,3050
2,0,0,32,46.38,5,41.67,8,33.33,6,0,78.57,37,45.68,709,18,5,12,16,0,0,0,7,0,0,0,0,0,44,1,121,13,11,25.58,7,53.85,4,3,4,0,23,7,8,8.7,0,1,1.94,0,0,0,Ibrahim Kaya,Alanyaspor,996405,6362
1,4,0,48,52.17,3,50.0,7,58.33,35,1,87.93,51,52.04,970,6,16,9,14,0,0,0,17,2,0,0,0,0,55,0,386,3,0,0.0,23,62.16,21,22,14,0,3,2,0,33.33,0,1,0.14,1,5,0,Melih Kabasakal,Gaziantep FK,828872,5138
1,0,0,19,50.0,1,20.0,2,16.67,8,0,82.89,20,46.51,446,9,5,3,14,0,0,0,1,1,0,0,0,0,72,3,155,11,3,11.11,7,50.0,3,4,2,2,9,3,4,11.11,0,2,0.83,0,0,0,Sebastian Szymański,Fenerbahçe,847983,3052
0,2,0,19,47.5,7,70.0,2,100.0,9,0,89.08,26,52.0,497,8,10,5,11,0,0,0,4,1,0,0,0,0,70,0,310,12,7,35.0,17,51.52,6,5,7,1,6,3,2,0.0,0,0,0.36,0,0,0,Jakub Kałuziński,Başakşehir FK,1019026,3086
1,2,0,22,56.41,26,56.52,1,100.0,18,1,85.22,48,56.47,1085,3,12,0,16,0,0,0,24,3,0,0,0,0,30,0,421,2,0,0.0,33,50.0,9,93,9,1,6,3,1,16.67,1,1,0.82,1,0,0,Lautaro Giannetti,Antalyaspor,233856,3056
0,0,0,3,75.0,2,50.0,1,100.0,0,1,80.0,5,62.5,76,2,1,0,5,0,0,0,1,0,0,0,0,0,2,1,8,1,0,0.0,0,0.0,0,1,0,0,1,0,1,0.0,0,1,0.16,0,0,0,Cenk Tosun,Fenerbahçe,72127,3052
0,3,0,35,42.17,8,44.44,5,41.67,15,0,86.9,43,42.57,1124,15,30,6,17,0,0,0,14,1,0,0,0,0,125,1,577,12,0,0.0,36,55.38,8,16,6,0,6,0,3,0.0,0,0,0.42,0,0,0,Antoine Makoumbou,Samsunspor,920391,3053
1,1,0,27,62.79,1,20.0,5,45.45,19,0,82.35,28,58.33,431,3,3,3,9,0,0,0,3,2,0,0,0,0,55,0,168,5,1,8.33,9,69.23,5,7,4,0,5,2,1,20.0,0,0,0.39,0,0,0,Mert Müldür,Fenerbahçe,836683,3052
1,2,1,31,67.39,40,60.61,1,100.0,19,0,92.42,71,63.39,1076,11,13,3,13,0,0,0,23,2,0,0,0,0,15,0,451,2,0,0.0,16,61.54,10,73,1,1,6,1,1,16.67,0,1,1.16,0,1,0,Myenty Abena,Gaziantep FK,555422,5138
4,1,1,35,53.03,13,34.21,3,37.5,8,1,80.95,48,46.15,666,24,19,7,10,0,0,0,8,1,0,0,0,0,26,1,85,8,0,0.0,8,100.0,0,3,1,4,16,6,4,25.0,0,9,3.81,0,0,0,Cherif Ndiaye,Samsunspor,868268,3053
2,1,0,13,38.24,7,36.84,3,33.33,4,0,72.15,20,37.74,265,7,6,6,8,0,0,0,4,0,0,0,0,0,27,1,57,7,3,60.0,2,66.67,3,4,3,1,13,6,2,15.38,1,1,1.4,0,0,0,Jota Silva,Beşiktaş JK,1011895,3050
1,0,0,45,61.64,3,33.33,9,45.0,19,0,80.44,48,58.54,676,17,7,8,15,0,0,0,9,1,0,0,0,0,94,1,218,10,8,21.05,19,57.58,4,8,4,1,15,5,5,6.67,0,0,1.39,0,1,0,Pedrinho,Konyaspor,1015939,3085
0,2,0,41,54.67,14,58.33,5,55.56,29,1,78.72,55,55.56,1279,8,10,4,16,0,0,0,14,1,0,0,0,0,112,2,418,22,24,23.53,32,41.03,16,33,17,0,7,2,1,0.0,1,1,0.19,1,0,0,Zeki Yavru,Samsunspor,140735,3053
0,0,0,3,33.33,0,0.0,2,33.33,1,1,78.95,3,33.33,56,0,1,0,4,0,0,0,0,0,0,0,0,0,7,1,15,2,0,0.0,1,100.0,0,0,1,0,2,1,0,0.0,0,0,0.05,0,0,0,Nicolò Zaniolo,Galatasaray,864898,3061
0,0,0,1,100.0,0,0.0,0,0.0,1,0,88.89,1,100.0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0.0,0,0.0,1,3,0,0,0,0,0,0.0,0,0,,0,0,0,Metehan Baltacı,Galatasaray,997155,3061
0,0,0,4,66.67,2,66.67,1,100.0,3,0,77.78,6,66.67,33,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,14,2,0,0.0,0,0.0,2,0,2,0,0,0,0,0.0,0,0,,0,0,0,Salih Malkoçoğlu,Trabzonspor,1499364,3051
0,0,0,5,55.56,2,40.0,0,0.0,5,0,89.09,7,50.0,225,0,2,1,6,0,0,0,0,1,0,0,0,0,6,0,98,0,0,0.0,3,33.33,3,12,1,0,0,0,0,0.0,0,0,,0,0,0,Rayyan Baniya,Trabzonspor,929739,3051
0,4,0,54,52.94,12,52.17,11,61.11,17,0,87.52,66,52.8,1365,26,20,17,16,0,0,0,14,0,0,0,0,0,141,2,589,7,0,0.0,22,56.41,8,9,5,1,12,1,2,0.0,0,0,0.71,1,2,0,Gaius Makouta,Alanyaspor,847013,6362
0,1,0,12,44.44,4,66.67,3,60.0,7,1,87.71,16,48.48,291,2,9,0,9,0,0,0,3,0,0,0,0,0,52,1,207,4,1,10.0,9,47.37,3,4,4,0,3,0,1,0.0,0,0,0.11,0,1,0,Kartal Kayra Yılmaz,Beşiktaş JK,966811,3050
0,0,0,39,60.0,5,62.5,4,28.57,15,0,81.11,44,60.27,504,20,6,5,9,0,0,0,10,1,0,0,0,0,35,0,146,2,1,20.0,10,66.67,2,12,5,0,3,0,2,0.0,0,0,0.1,0,1,0,Dario Šarić,Antalyaspor,848385,3056
0,1,0,5,41.67,3,50.0,0,0.0,2,1,87.5,8,44.44,206,3,2,0,8,0,0,0,3,0,0,0,0,0,11,1,84,3,0,0.0,1,50.0,3,7,4,0,1,0,0,0.0,0,0,0.03,0,0,0,Onur Ergün,Başakşehir FK,893009,3086
1,4,0,61,54.95,7,46.67,9,81.82,32,0,78.31,68,53.97,855,21,22,5,12,0,0,0,18,4,0,0,0,0,65,0,260,8,0,0.0,20,47.62,12,19,22,0,8,3,0,12.5,0,0,0.86,0,0,0,Furkan Soyalp,Kayserispor,226992,3072
0,3,0,21,47.73,4,50.0,2,66.67,9,1,83.22,25,48.08,322,11,7,4,14,0,0,0,3,1,0,0,0,0,27,1,124,7,5,50.0,10,47.62,4,8,11,0,4,1,1,0.0,0,1,0.1,0,1,0,Samed Onur,Gençlerbirliği,980608,7802
0,2,0,40,47.62,21,67.74,5,45.45,27,0,80.4,61,53.04,1477,8,20,6,17,0,0,0,19,3,0,0,0,0,130,1,562,20,16,23.53,38,36.89,13,67,14,0,10,0,5,0.0,0,0,0.22,0,0,0,Casper Højer,Çaykur Rizespor,281233,3064
0,3,0,20,57.14,6,50.0,0,0.0,15,0,83.51,26,55.32,530,6,10,1,8,0,0,0,6,1,0,0,0,0,19,0,162,0,0,0.0,14,53.85,7,7,4,0,2,1,1,0.0,0,0,0.06,0,1,0,Taras Stepanenko,Eyüpspor,45604,7040
0,3,0,37,48.68,3,27.27,9,75.0,19,0,88.16,40,45.98,704,9,18,9,11,0,0,0,11,2,0,0,0,0,90,1,335,5,6,37.5,10,41.67,7,6,11,0,8,3,2,0.0,0,0,0.33,0,0,0,Jo Jin-ho,Konyaspor,1019710,3085
1,0,0,5,35.71,5,50.0,0,0.0,4,0,82.28,10,41.67,198,1,1,3,3,0,0,0,2,0,0,0,0,0,23,0,65,2,1,100.0,5,71.43,1,1,5,1,5,2,2,20.0,0,0,1.05,0,0,0,Danijel Aleksić,Konyaspor,45377,3085
0,4,0,24,57.14,3,50.0,3,60.0,9,1,88.1,27,56.25,431,12,9,5,12,0,0,0,6,2,0,0,0,0,33,1,185,6,1,100.0,13,56.52,1,6,2,0,5,1,2,0.0,0,0,0.11,0,0,0,Badou Ndiaye,Gaziantep FK,228342,5138
0,2,0,1,50.0,0,0.0,0,0.0,0,0,51.57,1,50.0,540,1,0,0,6,20,11,9,8,0,2,2,2,2,8,0,82,0,0,0.0,32,30.19,0,5,1,0,0,0,0,0.0,0,0,,0,0,0,Erdem Canpolat,Çaykur Rizespor,1066726,3064
0,2,0,10,50.0,4,40.0,0,0.0,4,0,83.64,14,46.67,362,6,6,1,7,0,0,0,2,0,0,0,0,0,27,0,138,2,1,50.0,8,50.0,9,7,2,0,4,2,0,0.0,0,0,0.22,0,0,0,Fatih Aksoy,Alanyaspor,827922,6362
0,6,0,41,59.42,7,43.75,3,100.0,22,0,83.04,48,56.47,1043,16,17,7,15,0,0,0,11,2,0,0,0,0,58,0,372,6,1,33.33,14,35.0,12,15,5,0,10,2,1,0.0,0,0,0.29,0,0,0,Show,Kocaelispor,933115,3065
2,2,0,20,37.04,2,25.0,12,54.55,4,2,75.14,22,35.48,698,4,13,8,16,0,0,0,4,0,0,0,0,0,43,2,136,23,20,44.44,5,45.45,4,3,3,2,18,3,0,11.11,0,1,1.46,0,0,0,Efkan Bekiroğlu,Göztepe,800458,3054
1,1,0,22,56.41,38,64.41,1,100.0,14,0,91.21,60,61.22,1417,8,12,1,16,0,0,0,24,5,0,0,0,0,43,1,602,3,1,50.0,41,53.25,9,76,5,2,11,2,1,9.09,0,0,1.05,0,0,0,Stefano Denswil,Kayserispor,97404,3072
2,1,0,70,61.4,7,36.84,14,56.0,23,0,68.9,77,57.89,1158,33,16,13,16,0,0,0,21,1,0,0,0,0,59,0,144,7,3,17.65,6,46.15,5,10,9,0,16,3,7,12.5,2,10,1.64,0,0,0,Serginho,Fatih Karagümrük,849301,4954
0,1,0,20,62.5,6,54.55,2,50.0,11,0,91.12,26,60.47,511,7,4,3,11,0,0,0,10,2,0,0,0,0,64,0,195,8,1,20.0,12,66.67,4,9,3,0,5,2,1,0.0,0,0,0.14,0,1,0,Ozan Tufan,Trabzonspor,251907,3051
1,1,1,25,52.08,21,50.0,2,66.67,7,0,89.14,46,51.11,799,17,15,5,11,0,0,0,6,1,0,0,0,0,47,1,394,6,2,50.0,18,52.94,5,36,6,0,5,2,1,20.0,0,0,0.32,0,1,0,Okay Yokuşlu,Trabzonspor,97967,3051
0,2,0,43,50.59,10,58.82,9,56.25,18,3,77.89,53,51.96,868,17,17,12,13,0,0,0,8,1,0,0,0,0,87,4,236,13,2,25.0,23,58.97,5,7,8,3,16,3,6,0.0,0,2,1.67,0,0,0,Olivier Kemen,Başakşehir FK,280447,3086
0,0,0,33,48.53,9,37.5,3,20.0,17,0,83.75,42,45.65,639,14,9,5,13,0,0,0,9,0,0,0,0,0,60,2,201,6,7,43.75,8,44.44,5,12,10,0,6,3,2,0.0,0,0,0.25,0,0,0,Mithat Pala,Çaykur Rizespor,1016393,3064
0,4,0,49,67.12,13,54.17,0,0.0,26,0,81.05,62,63.92,1213,23,6,6,14,0,0,0,23,6,0,0,0,0,91,2,449,6,1,7.69,57,55.88,18,45,8,0,0,0,0,0.0,0,1,,0,1,0,Lionel Carole,Kayserispor,122922,3072
0,1,0,26,56.52,21,56.76,2,100.0,20,1,82.32,47,56.63,1168,4,14,1,15,0,0,0,21,1,0,0,0,0,52,2,503,7,3,100.0,40,33.9,15,78,6,1,9,4,2,0.0,0,0,0.65,1,1,0,Attila Szalai,Kasımpaşa,823092,6063
0,0,0,44,36.36,22,50.0,5,20.0,30,4,64.53,66,40.0,1500,10,33,12,17,0,0,0,7,2,0,0,0,0,88,3,231,25,36,31.03,19,27.54,7,34,14,0,9,0,3,0.0,0,2,0.22,1,1,0,Amine Cherni,Göztepe,1094487,3054
0,0,0,0,0.0,0,0.0,0,0.0,0,0,87.5,0,0.0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Rodrigo Becão,Fenerbahçe,880207,3052
0,0,0,0,0.0,0,0.0,0,0.0,0,0,93.75,0,0.0,20,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0.0,1,100.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Serkan Emrecan Terzi,Beşiktaş JK,1142614,3050
0,0,0,2,100.0,0,0.0,0,0.0,1,0,66.67,2,66.67,9,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Christ Sadia,Eyüpspor,2266454,7040
0,0,0,3,50.0,1,50.0,0,0.0,1,0,91.84,4,50.0,121,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0.0,4,80.0,0,7,0,0,0,0,0,0.0,0,0,,0,0,0,Bahadır Öztürk,Antalyaspor,790783,3056
0,0,0,1,33.33,0,0.0,1,100.0,0,0,100.0,1,33.33,9,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,,0,0,0,Ismail Esat Buga,Konyaspor,2166295,3085
0,0,0,0,0.0,1,100.0,0,0.0,0,0,65.79,1,100.0,360,1,0,0,4,13,6,7,8,2,1,1,1,1,9,0,75,0,0,0.0,31,44.29,0,4,0,0,0,0,0,0.0,0,0,,0,1,0,Onurcan Piri,Kayserispor,213542,3072
0,0,0,4,80.0,0,0.0,1,50.0,2,0,84.21,4,66.67,48,1,1,0,2,0,0,0,1,0,0,0,0,0,5,0,16,0,0,0.0,1,100.0,0,0,0,0,1,0,0,0.0,0,1,0.14,0,0,0,Arbnor Muja,Samsunspor,890695,3053
0,4,0,3,23.08,20,76.92,0,0.0,3,0,85.51,23,58.97,352,1,8,1,6,0,0,0,5,0,0,0,0,0,18,0,183,2,1,33.33,10,45.45,9,25,2,0,2,1,1,0.0,0,0,0.09,0,0,0,Husniddin Alikulov,Çaykur Rizespor,1121174,3064
0,3,0,12,52.17,9,45.0,1,100.0,7,0,87.86,21,48.84,400,4,10,1,6,0,0,0,3,1,0,0,0,0,14,0,181,0,0,0.0,9,32.14,7,27,1,0,2,0,0,0.0,0,1,0.09,0,0,0,Modibo Sagnan,Çaykur Rizespor,904759,3064
0,2,0,16,48.48,4,57.14,2,33.33,9,0,81.34,20,50.0,285,5,7,2,6,0,0,0,3,0,0,0,0,0,25,0,109,3,1,50.0,4,40.0,4,8,4,0,1,0,0,0.0,0,0,0.05,0,0,0,Salih Uçan,Beşiktaş JK,135695,3050
1,4,0,17,32.08,3,42.86,5,55.56,6,3,83.9,20,33.33,979,6,14,10,15,0,0,0,21,1,0,0,0,0,112,3,396,20,8,23.53,20,42.55,9,9,8,1,6,2,3,16.67,1,2,0.75,1,0,0,Daniel Johnson,Fatih Karagümrük,291237,4954
2,2,0,40,48.78,23,52.27,17,65.38,11,1,70.31,63,50.0,666,13,14,14,14,0,0,0,7,2,0,0,0,0,35,4,90,12,1,12.5,5,71.43,4,8,6,1,15,4,2,13.33,1,3,2.54,0,1,1,Nuno Da Costa,Başakşehir FK,209374,3086
1,1,0,34,44.16,8,47.06,13,44.83,13,2,68.0,42,44.68,537,8,12,6,13,0,0,0,7,2,0,0,0,0,46,2,85,5,2,16.67,1,16.67,2,2,9,0,14,4,5,7.14,0,1,0.76,0,0,0,Emrecan Bulut,Çaykur Rizespor,1480663,3064
0,2,1,0,0.0,4,100.0,0,0.0,0,1,60.17,4,80.0,784,2,1,0,9,28,16,12,11,4,8,6,2,7,4,1,139,1,0,0.0,26,22.03,0,15,1,0,0,0,0,0.0,0,0,,1,0,0,Mustafa Burak Bozan,Gaziantep FK,934201,5138
